-0.0555312	0.0464723	0.0493668	0.0313285	0.0979695	0.0239524	0.0122451	-0.00720803	-0.197025	0.0824439	0.00698892	-0.0693799	-0.00376676	0.014184	0.00663165	-0.0558262	0.0288151	0.00538039	0.03318	-0.012625	0.143347	0.186146	0.0282715	0.0185865	-0.00367551	-0.153153	0.100225	0.100618	-0.00934882	-0.0249446	-0.0817417	-0.073936	-0.0577434	0.00785419	-0.0530795	-0.10612	-0.0296057	0.0358223	0.0850725	-0.0513021	-0.0278756	0.0140984	0.0654489	-0.141308	-0.0170866	-0.0289358	-0.0756005	-0.0702992	0.0331462	0.077824	0.0104688	-0.105853	0.00596133	0.106575	-0.0668996	0.101738	0.0742944	0.126637	0.0155212	-0.18189	0.0183672	-0.0327484	0.125492	0.107104	-0.0995716	-0.113634	-0.00174218	0.153101	0.0140959
-0.0534689	0.0461556	0.0507481	0.032691	0.0988599	0.0219868	0.0122283	-0.00831049	-0.195325	0.0818142	0.00610462	-0.0695182	-0.00438855	0.0145715	0.00750675	-0.056492	0.0281389	0.00419963	0.0364269	-0.00971496	0.144779	0.185934	0.0271902	0.0198521	-0.00411743	-0.152751	0.100837	0.101921	-0.00984931	-0.0214077	-0.0810687	-0.0750667	-0.0581688	0.00582128	-0.0511932	-0.109573	-0.0278125	0.0348636	0.0852162	-0.0519576	-0.0289969	0.0149828	0.0644098	-0.140424	-0.0161855	-0.0294751	-0.0762894	-0.0710793	0.0336673	0.0808719	0.010783	-0.105804	0.00613562	0.10579	-0.0699576	0.104469	0.0759806	0.128829	0.0144186	-0.184215	0.0214077	-0.0331711	0.124078	0.106619	-0.100212	-0.114761	0.000283816	0.150666	0.014643
-0.0499292	0.0459771	0.0526068	0.0340377	0.100553	0.0203596	0.0118728	-0.00990893	-0.192965	0.0796634	0.00582969	-0.0708461	-0.00604351	0.015422	0.00883793	-0.0568783	0.0262052	0.00245368	0.0411672	-0.00688491	0.146426	0.186964	0.0262344	0.0219581	-0.00398734	-0.152666	0.101788	0.103502	-0.0102504	-0.016534	-0.0794822	-0.0769483	-0.0585698	0.00311018	-0.0489628	-0.114661	-0.0255165	0.0335812	0.0850765	-0.0515754	-0.0309481	0.0152356	0.0627025	-0.140014	-0.0154654	-0.0298154	-0.0774157	-0.0721657	0.0349177	0.0843094	0.0105207	-0.105899	0.00692429	0.105142	-0.073289	0.108115	0.0781318	0.132617	0.0136027	-0.187071	0.024576	-0.0332942	0.121615	0.105958	-0.100704	-0.116043	0.00314715	0.147888	0.0142967
-0.0436602	0.0452324	0.0553642	0.0362107	0.10251	0.0185932	0.0115951	-0.0118277	-0.189435	0.0737356	0.00647111	-0.0744177	-0.00892028	0.0175611	0.0117124	-0.0568015	0.0207843	-0.000142733	0.0491371	-0.00321679	0.148106	0.188916	0.0257024	0.0246735	-0.0032675	-0.152331	0.102265	0.107118	-0.00961798	-0.00812624	-0.0776744	-0.0796909	-0.0586761	-0.00146454	-0.0463613	-0.123149	-0.0222825	0.0306767	0.0853881	-0.0492783	-0.0339193	0.0139059	0.0601195	-0.139332	-0.0156902	-0.0297351	-0.0797838	-0.0743011	0.0360495	0.0895184	0.00927005	-0.106163	0.00915555	0.105556	-0.0783002	0.112101	0.0810615	0.138878	0.0124864	-0.190238	0.0300222	-0.0341131	0.117038	0.104495	-0.101952	-0.117139	0.0082099	0.145348	0.0126058
-0.0342195	0.0436835	0.0593825	0.0396406	0.104103	0.0161507	0.0117972	-0.0139134	-0.18418	0.0637023	0.00776343	-0.0801733	-0.0128481	0.0215494	0.0160366	-0.0566126	0.0114497	-0.00359698	0.0605375	0.00181343	0.14997	0.191323	0.0254044	0.0277956	-0.00213257	-0.151123	0.101928	0.113324	-0.008074	0.00446173	-0.0762149	-0.0828448	-0.0581099	-0.00810479	-0.0428267	-0.135376	-0.0178817	0.0254113	0.08625	-0.0452742	-0.0378309	0.0113233	0.0564908	-0.138075	-0.0167579	-0.0289991	-0.083393	-0.0781597	0.0363621	0.0978825	0.00738478	-0.106556	0.0127093	0.107025	-0.0855366	0.116587	0.0851412	0.147842	0.0102559	-0.193824	0.039263	-0.0362925	0.11052	0.102186	-0.104662	-0.118211	0.0159366	0.142739	0.0097904
-0.020827	0.0409744	0.0645986	0.0446072	0.105495	0.013045	0.0122726	-0.016101	-0.177179	0.0483782	0.0099317	-0.0887858	-0.0183303	0.0278015	0.0223316	-0.0563465	-0.00368791	-0.00784565	0.0757149	0.00822429	0.15196	0.194348	0.02561	0.0316646	-0.000753682	-0.148918	0.100682	0.122912	-0.00506242	0.0220054	-0.0752385	-0.0866272	-0.0567188	-0.0174646	-0.0379318	-0.152442	-0.0122147	0.0171047	0.0882883	-0.0392403	-0.0427729	0.00691663	0.051987	-0.136152	-0.0192153	-0.0271881	-0.0887391	-0.083984	0.0359164	0.110127	0.00460607	-0.106856	0.017837	0.109671	-0.0954426	0.121129	0.0905805	0.159933	0.00662875	-0.197398	0.0534839	-0.0403587	0.101735	0.0989803	-0.109322	-0.118965	0.0273399	0.14061	0.00550575
-0.00308208	0.0369129	0.0710262	0.0510407	0.106804	0.00963356	0.0128473	-0.0184004	-0.168148	0.0271728	0.0127764	-0.100449	-0.025853	0.0363765	0.0304027	-0.0559203	-0.0256735	-0.0127028	0.0945374	0.015712	0.15368	0.19759	0.0263561	0.0364519	0.000737754	-0.145178	0.0979575	0.1359	-0.000108621	0.0443752	-0.0743405	-0.0907408	-0.0542719	-0.029825	-0.0312398	-0.173991	-0.00534195	0.00547005	0.0915113	-0.03102	-0.0486362	0.00043293	0.0463485	-0.133351	-0.0230225	-0.0235597	-0.0957424	-0.0916283	0.034888	0.126559	0.00113047	-0.106399	0.0244865	0.113355	-0.107539	0.125232	0.0973541	0.175045	0.00131781	-0.20004	0.0731166	-0.0462767	0.0904405	0.0947172	-0.116311	-0.119117	0.0428773	0.139176	-0.00020768
0.0187793	0.0310268	0.0781794	0.0589923	0.107433	0.0056039	0.0138596	-0.0205051	-0.157869	-5.15766e-05	0.0159731	-0.114977	-0.0351233	0.0476754	0.0400214	-0.0556615	-0.0545081	-0.0178243	0.116462	0.0246797	0.155092	0.200785	0.027651	0.0417979	0.00214443	-0.140035	0.0941322	0.152517	0.00653127	0.0716939	-0.0747431	-0.0946913	-0.0505587	-0.0452224	-0.0227363	-0.200341	0.00261609	-0.0101268	0.0966737	-0.0208168	-0.0552703	-0.00789613	0.0399373	-0.130195	-0.0286587	-0.0181537	-0.104729	-0.101714	0.0323117	0.147756	-0.00274088	-0.105632	0.0322132	0.118657	-0.122237	0.128483	0.105387	0.193176	-0.00603328	-0.20237	0.0988772	-0.0542484	0.0775441	0.0899436	-0.125952	-0.119085	0.0622417	0.13872	-0.00747585
0.044996	0.0232604	0.0856927	0.0685036	0.107264	0.0012186	0.0153383	-0.0222684	-0.146276	-0.0330912	0.0192705	-0.131999	-0.0455921	0.0613442	0.0509878	-0.0555872	-0.0900785	-0.0227761	0.141168	0.0353927	0.156183	0.203427	0.0293559	0.0474976	0.00309584	-0.132757	0.0891217	0.172792	0.0146364	0.10353	-0.0765298	-0.0984016	-0.0452851	-0.0637223	-0.012233	-0.231292	0.0113969	-0.0297375	0.103723	-0.00924073	-0.0622927	-0.0179583	0.0329331	-0.126293	-0.0362109	-0.0106507	-0.115607	-0.113826	0.0283558	0.174235	-0.00651513	-0.103993	0.0410557	0.125008	-0.139345	0.130327	0.114383	0.214194	-0.015671	-0.203864	0.130887	-0.0643383	0.0631805	0.0843678	-0.13782	-0.118802	0.0854759	0.139026	-0.0159673
0.0727812	0.0151091	0.0926205	0.0789891	0.10695	-0.00369725	0.015581	-0.0241371	-0.134221	-0.0668571	0.021538	-0.147375	-0.0557578	0.0750829	0.062351	-0.0564443	-0.128375	-0.0264046	0.164727	0.047498	0.1572	0.2053	0.0299997	0.0541825	0.00338001	-0.124019	0.08431	0.194006	0.0221861	0.136783	-0.0791507	-0.102057	-0.0402181	-0.0837409	-0.000450571	-0.26371	0.0201784	-0.0510318	0.112158	0.000711034	-0.0703029	-0.029292	0.0271454	-0.122056	-0.0455978	-0.00156345	-0.127638	-0.124372	0.0244111	0.203158	-0.00900146	-0.101134	0.0499205	0.131016	-0.157921	0.130738	0.124405	0.236663	-0.0279595	-0.204134	0.166768	-0.0741981	0.0496105	0.0783985	-0.150868	-0.119723	0.110894	0.139462	-0.0241084
0.101484	0.00726189	0.0989776	0.0904122	0.107033	-0.00876102	0.0149841	-0.0262893	-0.121559	-0.10016	0.0222645	-0.160727	-0.0655862	0.0882879	0.0736759	-0.05798	-0.167893	-0.0288117	0.186518	0.0603505	0.1582	0.206642	0.0294843	0.0619759	0.00281679	-0.113563	0.0794255	0.214559	0.0287912	0.170593	-0.0815757	-0.105463	-0.035487	-0.104889	0.0123009	-0.296333	0.0288415	-0.073078	0.121127	0.00873635	-0.0788342	-0.0413736	0.0224206	-0.117305	-0.0564572	0.00907371	-0.140003	-0.13265	0.0207626	0.233708	-0.0103786	-0.0967754	0.0584556	0.136094	-0.176819	0.129795	0.135217	0.26027	-0.0425491	-0.203093	0.205234	-0.0830964	0.0371126	0.0724493	-0.16403	-0.121927	0.138168	0.139294	-0.0317536
0.130952	-0.000422444	0.103853	0.101478	0.1068	-0.0142306	0.0144596	-0.0282354	-0.109296	-0.133104	0.0228558	-0.172558	-0.0742167	0.101407	0.0851352	-0.0600761	-0.207014	-0.0306443	0.207048	0.0741685	0.159107	0.207421	0.0284068	0.0703648	0.00222276	-0.102655	0.0751404	0.234215	0.0339722	0.205918	-0.0837494	-0.109302	-0.0309425	-0.126217	0.0251216	-0.329545	0.036803	-0.0954259	0.130302	0.0163618	-0.0874251	-0.0542018	0.0187605	-0.112566	-0.0686061	0.0197141	-0.15254	-0.140089	0.0167554	0.263923	-0.0113425	-0.0920601	0.0666932	0.140987	-0.195871	0.128646	0.146171	0.284227	-0.0579924	-0.202278	0.244421	-0.0909084	0.0258625	0.066707	-0.176318	-0.125038	0.165119	0.138502	-0.0393454
0.160271	-0.0077934	0.107779	0.111339	0.107755	-0.0188224	0.0132956	-0.0301003	-0.0974466	-0.16362	0.0230173	-0.181762	-0.0820861	0.11406	0.0961508	-0.0622807	-0.244406	-0.0321784	0.225139	0.0869884	0.159614	0.20877	0.0265212	0.0801977	0.00167473	-0.0921578	0.0718637	0.251545	0.038439	0.240703	-0.0842419	-0.114388	-0.0264746	-0.146945	0.0371402	-0.361348	0.0435128	-0.116989	0.138811	0.0240117	-0.0963205	-0.0674238	0.0164587	-0.108263	-0.0816411	0.030867	-0.164872	-0.144689	0.0134726	0.291807	-0.0118055	-0.086589	0.0748429	0.145015	-0.213393	0.12706	0.156748	0.308488	-0.0737172	-0.201001	0.282444	-0.0967896	0.015737	0.0616477	-0.186962	-0.128859	0.191655	0.137488	-0.0467388
0.189375	-0.0151891	0.110712	0.119759	0.110066	-0.0231616	0.0115156	-0.0319988	-0.0853649	-0.191249	0.0222868	-0.187365	-0.0884888	0.126313	0.106902	-0.0647108	-0.27917	-0.0335428	0.240951	0.0992762	0.159659	0.2098	0.0231779	0.0919679	0.000851189	-0.0815047	0.0696226	0.266504	0.0418306	0.275222	-0.0821735	-0.120837	-0.0221283	-0.166805	0.0488171	-0.391371	0.0489575	-0.137584	0.146261	0.0315377	-0.105303	-0.0808368	0.0155597	-0.103018	-0.0948893	0.0425778	-0.177291	-0.146329	0.0107419	0.317092	-0.0112582	-0.0797926	0.0826706	0.147444	-0.229852	0.125338	0.166832	0.332001	-0.0903004	-0.199213	0.319679	-0.100877	0.00658892	0.0571025	-0.195761	-0.133576	0.217631	0.135531	-0.0536401
0.217498	-0.0223339	0.11285	0.126971	0.113162	-0.0263175	0.00911007	-0.0333867	-0.073947	-0.216791	0.0212915	-0.190442	-0.0938575	0.137802	0.117396	-0.0672217	-0.312747	-0.0343147	0.253906	0.110418	0.158805	0.210496	0.019378	0.104742	6.08261e-05	-0.0707913	0.0676607	0.279408	0.0456594	0.308502	-0.078898	-0.128468	-0.0183132	-0.185836	0.0590753	-0.418671	0.052673	-0.1568	0.15388	0.0391458	-0.11412	-0.095713	0.0166416	-0.0976902	-0.108737	0.0554634	-0.189536	-0.14489	0.00850516	0.339283	-0.00989821	-0.0718498	0.090344	0.149923	-0.245016	0.122627	0.176548	0.354538	-0.107291	-0.195911	0.355827	-0.103337	-0.0012761	0.05284	-0.204377	-0.138628	0.243096	0.134513	-0.0599485
0.243929	-0.0292192	0.114834	0.132571	0.117865	-0.0283144	0.00593152	-0.0343206	-0.0622785	-0.239602	0.0199353	-0.190443	-0.0984805	0.148346	0.127743	-0.0690548	-0.344431	-0.0350831	0.264458	0.119485	0.157193	0.210615	0.0148806	0.118558	-0.000835904	-0.0598766	0.0654707	0.290115	0.0502254	0.339187	-0.0738499	-0.137624	-0.0146408	-0.203848	0.0679957	-0.442498	0.0548365	-0.173979	0.161225	0.0469989	-0.122469	-0.111316	0.0195789	-0.0914682	-0.122218	0.0692207	-0.201592	-0.140399	0.00707803	0.357686	-0.00795364	-0.0624279	0.0984576	0.15106	-0.258553	0.118955	0.184888	0.37528	-0.123925	-0.190741	0.389758	-0.104696	-0.00834486	0.0484623	-0.211867	-0.143119	0.267698	0.134362	-0.0660291
0.268459	-0.0360669	0.116236	0.136918	0.122834	-0.0300887	0.00299267	-0.0345263	-0.0515458	-0.260824	0.018032	-0.18856	-0.102347	0.158198	0.137536	-0.0707262	-0.374935	-0.035465	0.272686	0.127446	0.155016	0.209704	0.0101847	0.1321	-0.00209065	-0.0489346	0.0629942	0.299726	0.0547532	0.368192	-0.0689129	-0.146892	-0.0114868	-0.221124	0.0758942	-0.464214	0.0558455	-0.189845	0.168982	0.0549247	-0.129997	-0.127155	0.0240478	-0.0850295	-0.135923	0.0831765	-0.213486	-0.135223	0.00501826	0.37342	-0.00543929	-0.0527156	0.106498	0.151913	-0.271573	0.11398	0.192279	0.394309	-0.139914	-0.184967	0.422527	-0.105658	-0.0141658	0.0444609	-0.21863	-0.146931	0.290928	0.134973	-0.0718771
0.289913	-0.0432132	0.117184	0.140145	0.127624	-0.0311775	0.000628299	-0.0343795	-0.0440743	-0.278513	0.0152698	-0.185366	-0.105008	0.166475	0.145279	-0.0722862	-0.402842	-0.0346513	0.277117	0.133941	0.152954	0.207527	0.00616729	0.143518	-0.00346273	-0.0396349	0.0600242	0.308457	0.0586548	0.393745	-0.0649521	-0.154251	-0.00931892	-0.236709	0.0825224	-0.482527	0.0556567	-0.204743	0.176497	0.0618386	-0.136699	-0.142216	0.0293313	-0.0799117	-0.150109	0.0961911	-0.224158	-0.130061	0.00211258	0.386474	-0.00243949	-0.0432634	0.113914	0.153076	-0.283356	0.10742	0.199165	0.411967	-0.154798	-0.179342	0.452562	-0.105968	-0.0178376	0.0408019	-0.224715	-0.150595	0.3122	0.137004	-0.0767488
0.311077	-0.0494201	0.117856	0.142467	0.132957	-0.0303022	-0.00168484	-0.0340544	-0.0368392	-0.295077	0.0126643	-0.18233	-0.107739	0.173151	0.151748	-0.0730099	-0.429328	-0.0336186	0.280995	0.139423	0.151126	0.20547	0.00252217	0.153815	-0.00456134	-0.030578	0.0561984	0.3165	0.0620413	0.41758	-0.0600481	-0.161574	-0.00715854	-0.251656	0.0884931	-0.499692	0.0546773	-0.217982	0.182966	0.0686418	-0.142276	-0.156717	0.0339631	-0.0756718	-0.163461	0.108861	-0.234065	-0.124187	0.00103364	0.398297	0.000866272	-0.033387	0.122064	0.153743	-0.29357	0.100283	0.205515	0.429355	-0.167769	-0.17337	0.479869	-0.105823	-0.0226545	0.03634	-0.228891	-0.153094	0.332281	0.138891	-0.080913
0.328858	-0.0552083	0.116593	0.142989	0.137423	-0.0297911	-0.00509454	-0.0333863	-0.0297403	-0.310688	0.0106672	-0.179033	-0.111126	0.178412	0.157845	-0.072436	-0.453087	-0.0320725	0.284141	0.143995	0.148528	0.202744	-0.00131438	0.163127	-0.00561449	-0.0219076	0.0523829	0.323426	0.0654516	0.438279	-0.0549671	-0.168738	-0.00502825	-0.265068	0.0931758	-0.514663	0.0527334	-0.229209	0.189121	0.0757185	-0.145804	-0.170237	0.0388759	-0.0718717	-0.175207	0.120183	-0.243263	-0.118573	-0.000956346	0.40743	0.00365088	-0.0241959	0.128771	0.154219	-0.302247	0.0915191	0.209593	0.442806	-0.178749	-0.166792	0.503349	-0.105418	-0.0274853	0.03245	-0.230702	-0.154768	0.349051	0.140509	-0.0852988
0.343737	-0.0598998	0.115437	0.14257	0.141579	-0.0292408	-0.00815834	-0.0328177	-0.0234035	-0.323041	0.00872159	-0.175139	-0.113772	0.182979	0.162522	-0.0712935	-0.472017	-0.0306131	0.285924	0.14714	0.145704	0.200767	-0.00536489	0.171719	-0.00661662	-0.0141454	0.0493193	0.328257	0.0683914	0.455379	-0.0498806	-0.175622	-0.00253474	-0.276042	0.0965119	-0.526435	0.0503604	-0.238337	0.194152	0.0820945	-0.148622	-0.181568	0.0436489	-0.0683586	-0.185226	0.130573	-0.251298	-0.112806	-0.00309004	0.414028	0.00668634	-0.0162346	0.134244	0.154449	-0.309143	0.0837434	0.212337	0.454051	-0.188445	-0.16107	0.523	-0.104611	-0.0312526	0.0299299	-0.231687	-0.15663	0.36305	0.141424	-0.0893275
0.357312	-0.0638153	0.114108	0.14152	0.145243	-0.0282559	-0.0107177	-0.0325047	-0.0163493	-0.334451	0.00746601	-0.172196	-0.116103	0.186874	0.166212	-0.0696328	-0.487304	-0.0298373	0.288518	0.149906	0.142976	0.199364	-0.00931271	0.179629	-0.00722081	-0.00684767	0.0469207	0.332341	0.070549	0.470168	-0.0439884	-0.181923	0.000654873	-0.285607	0.0997424	-0.53714	0.0482445	-0.246343	0.197324	0.0886416	-0.150689	-0.190978	0.0466744	-0.0651098	-0.193227	0.139681	-0.258145	-0.107664	-0.00471219	0.419425	0.00894515	-0.00903122	0.138991	0.15374	-0.313954	0.0771344	0.213613	0.46397	-0.19561	-0.156064	0.538083	-0.103644	-0.0358257	0.0270225	-0.230405	-0.157713	0.374428	0.140802	-0.0933354
0.367632	-0.067195	0.112615	0.14013	0.147617	-0.0279495	-0.0128087	-0.032322	-0.0104281	-0.343831	0.00632404	-0.168758	-0.117695	0.190153	0.169637	-0.0681391	-0.498978	-0.0293412	0.290623	0.152344	0.140326	0.19751	-0.012832	0.185885	-0.00772819	-0.00106394	0.0452654	0.33548	0.0722134	0.482385	-0.0396009	-0.186906	0.00324703	-0.29315	0.102059	-0.54534	0.0464357	-0.252676	0.200147	0.0943134	-0.152239	-0.198657	0.049249	-0.0620757	-0.19952	0.14655	-0.263858	-0.103481	-0.00697607	0.423071	0.0106252	-0.00362797	0.14258	0.153247	-0.318027	0.0716955	0.21387	0.471199	-0.201461	-0.152397	0.54998	-0.102525	-0.0393902	0.024682	-0.228976	-0.158881	0.382435	0.140344	-0.0971253
0.375793	-0.0703437	0.110974	0.137897	0.150523	-0.0269545	-0.0159163	-0.0321756	-0.00470632	-0.35134	0.00544763	-0.164858	-0.119706	0.19243	0.172631	-0.066184	-0.508768	-0.028924	0.291726	0.153305	0.137738	0.195891	-0.0162089	0.191871	-0.00810945	0.00344627	0.0442621	0.337908	0.0741829	0.491498	-0.0345232	-0.191832	0.00564368	-0.299393	0.103925	-0.551325	0.0443729	-0.257555	0.20251	0.0997155	-0.153401	-0.205587	0.0519301	-0.0596748	-0.204588	0.152696	-0.269117	-0.098595	-0.00810992	0.4248	0.0118875	0.00144045	0.145506	0.152073	-0.32075	0.0665345	0.213033	0.47679	-0.205773	-0.148265	0.558774	-0.101105	-0.042891	0.0225843	-0.226729	-0.159578	0.388948	0.140358	-0.100775
