-0.0107627	-0.119046	-0.0362959	-0.0185822	0.0351451	-0.0847601	-0.0582646	0.0248291	-0.0647195	0.0436681	-0.00787087	-0.0143463	-0.00993244	-0.00656993	-0.45879	0.176077	-0.106606	-0.0336606	0.0276315	0.0786123
-0.0117244	-0.117876	-0.0346539	-0.017167	0.033461	-0.0862284	-0.0581878	0.0242763	-0.0620043	0.0446167	-0.00763129	-0.0130059	-0.0102776	-0.0065157	-0.457044	0.174279	-0.107068	-0.0348066	0.0269113	0.076598
-0.0101179	-0.11543	-0.0331053	-0.0154327	0.0337848	-0.0838437	-0.056066	0.021656	-0.0631936	0.0443433	-0.00826105	-0.0140834	-0.00676264	-0.00891909	-0.459882	0.171143	-0.105527	-0.0357455	0.028437	0.079101
-0.0126925	-0.112461	-0.0327387	-0.014484	0.0341694	-0.0796669	-0.0555764	0.0203654	-0.0589006	0.0434041	-0.0110246	-0.0111305	-0.00554683	-0.00911692	-0.454723	0.172522	-0.104679	-0.0371451	0.0274841	0.0803517
-0.0175595	-0.108328	-0.0322553	-0.0148339	0.0333443	-0.0727775	-0.0561198	0.0179081	-0.0560412	0.043192	-0.011101	-0.00762651	-0.0053359	-0.0082914	-0.449927	0.176816	-0.103156	-0.0376995	0.0249505	0.0801319
-0.0192483	-0.104715	-0.0318868	-0.0150407	0.03395	-0.0659126	-0.0567147	0.0158049	-0.0578042	0.0426808	-0.00948195	-0.00690489	-0.00345436	-0.00801563	-0.450409	0.180144	-0.101006	-0.0372263	0.0246185	0.0821862
-0.0190815	-0.102359	-0.032157	-0.0165653	0.0352345	-0.0586834	-0.0584606	0.0148741	-0.0621857	0.0412078	-0.00618759	-0.00734255	-0.00149147	-0.00765621	-0.453107	0.184529	-0.0985665	-0.0346204	0.0251378	0.0844219
-0.0166985	-0.0999983	-0.0343508	-0.0207516	0.0381794	-0.0491628	-0.0598148	0.0119853	-0.0737019	0.0413303	-0.000516795	-0.00914598	0.00254218	-0.00816012	-0.458778	0.190369	-0.0937535	-0.0291467	0.0274839	0.0834984
-0.0124941	-0.0967957	-0.0390635	-0.0282322	0.0443698	-0.0348796	-0.0587445	0.00686083	-0.0935284	0.0435764	0.00592963	-0.0112845	0.0100617	-0.00950718	-0.464632	0.201491	-0.086911	-0.0220533	0.0311825	0.0784416
-0.00603087	-0.0903374	-0.0467658	-0.0373843	0.0510069	-0.0168279	-0.0541731	-0.000728421	-0.120657	0.0502896	0.0133762	-0.0148569	0.0223718	-0.0108365	-0.472844	0.214631	-0.078393	-0.0148494	0.035968	0.071589
0.00385813	-0.0832749	-0.0566747	-0.0465156	0.0574598	0.00426842	-0.0455637	-0.00801	-0.152992	0.0560221	0.0222472	-0.0231993	0.0379245	-0.0131532	-0.485241	0.223753	-0.0691247	-0.00622994	0.0431184	0.0687672
0.0158641	-0.0763536	-0.0650259	-0.0539294	0.0696955	0.0217287	-0.0302181	-0.0155756	-0.183986	0.0571483	0.0260103	-0.0336503	0.0519008	-0.0189659	-0.497568	0.223379	-0.0578861	-0.00154847	0.0529663	0.0773938
