-0.296417	-0.293487	-0.164955	0.286053	-0.24407	-0.0512507	-0.0499809	0.193266	0.178784	-0.0188608	-0.0590176	-0.0984249	-0.0437335	-0.0190491	0.0296011
-0.295223	-0.295053	-0.163629	0.283445	-0.242857	-0.0508809	-0.0496653	0.193311	0.17961	-0.0177073	-0.0595246	-0.0977973	-0.0437349	-0.0202144	0.0301956
-0.293559	-0.296847	-0.161484	0.280473	-0.240877	-0.0501181	-0.0495909	0.192826	0.179656	-0.0178949	-0.0603293	-0.0971751	-0.0431248	-0.0206432	0.0304398
-0.290993	-0.29938	-0.158036	0.276128	-0.23778	-0.0486747	-0.0495972	0.192448	0.178222	-0.0208408	-0.0614949	-0.0965241	-0.0412314	-0.0208833	0.0305883
-0.287826	-0.302032	-0.152804	0.269517	-0.233471	-0.0462656	-0.0501451	0.192043	0.176045	-0.0261293	-0.0635891	-0.0955991	-0.0383604	-0.0215865	0.0307152
-0.283161	-0.306509	-0.14518	0.261678	-0.227237	-0.0429369	-0.0511597	0.190739	0.172515	-0.0348678	-0.0662602	-0.0949309	-0.0336844	-0.0208016	0.030473
-0.281668	-0.319616	-0.136667	0.257043	-0.218715	-0.0386688	-0.0547138	0.186036	0.168145	-0.0485639	-0.0680481	-0.0954931	-0.0262921	-0.0177181	0.0282609
-0.279505	-0.345647	-0.125187	0.251378	-0.206147	-0.0327495	-0.0591685	0.177105	0.16145	-0.0674229	-0.0680614	-0.0956922	-0.0147896	-0.0136777	0.0243584
-0.275827	-0.384628	-0.110575	0.241899	-0.189045	-0.0246095	-0.0644064	0.164641	0.151936	-0.0910037	-0.0667171	-0.09469	0.000777185	-0.0112535	0.0191068
-0.268544	-0.43851	-0.0904034	0.224917	-0.165173	-0.0138766	-0.0696713	0.148313	0.137985	-0.121523	-0.0648343	-0.0918686	0.0224018	-0.0114522	0.0126213
-0.258012	-0.513546	-0.0652338	0.195833	-0.131191	0.00102241	-0.0750378	0.127414	0.118892	-0.157524	-0.0613766	-0.0860755	0.0488609	-0.0190146	0.00297017
-0.245968	-0.612238	-0.0378713	0.154324	-0.0891027	0.0211556	-0.0824532	0.102125	0.0979779	-0.193071	-0.0554803	-0.0771504	0.0771593	-0.0367845	-0.0102452
-0.226215	-0.725266	-0.00837015	0.107313	-0.0415333	0.0460318	-0.0907722	0.07097	0.0716973	-0.228848	-0.0447826	-0.0665096	0.108108	-0.0524834	-0.0251905
-0.201297	-0.852148	0.022173	0.057499	0.00933678	0.0742275	-0.0970891	0.0363478	0.0396457	-0.264242	-0.0285173	-0.0570544	0.139595	-0.0666641	-0.0388995
-0.1756	-0.980912	0.0534203	0.00518893	0.0601665	0.1025	-0.0986614	0.00516988	0.00656132	-0.296541	-0.0121886	-0.0511052	0.166089	-0.0789861	-0.04732
-0.141602	-1.11376	0.0885159	-0.055505	0.113399	0.133945	-0.0969879	-0.0272975	-0.0305465	-0.3263	0.00695355	-0.0450329	0.192537	-0.091554	-0.0540976
-0.106765	-1.23484	0.124496	-0.112714	0.163063	0.163718	-0.0917247	-0.054941	-0.0661372	-0.356867	0.0251463	-0.041099	0.217089	-0.102036	-0.0567972
-0.0819818	-1.3422	0.156717	-0.161228	0.207948	0.190342	-0.085355	-0.0772293	-0.0972041	-0.389253	0.0401386	-0.0422185	0.237218	-0.110873	-0.0570709
-0.0603991	-1.43739	0.188616	-0.209834	0.247614	0.218152	-0.0789295	-0.092324	-0.12648	-0.425961	0.0537096	-0.0450363	0.256105	-0.125431	-0.0540476
-0.0420648	-1.51527	0.222154	-0.251004	0.279987	0.242705	-0.0713418	-0.101386	-0.152441	-0.466475	0.064404	-0.0506979	0.274423	-0.136645	-0.0470075
-0.0269876	-1.57909	0.256861	-0.294414	0.310164	0.26769	-0.0624328	-0.104814	-0.176384	-0.510273	0.0731899	-0.0578141	0.29113	-0.152063	-0.0382641
-0.0191816	-1.62537	0.288132	-0.329031	0.333207	0.288556	-0.0566663	-0.106426	-0.195742	-0.552534	0.0793223	-0.0662624	0.306712	-0.164857	-0.0303541
-0.0128916	-1.6635	0.315906	-0.362513	0.350542	0.307117	-0.0497853	-0.105394	-0.212843	-0.590371	0.085839	-0.0737527	0.320825	-0.179463	-0.0211965
-0.0136358	-1.69108	0.33705	-0.389059	0.363633	0.322862	-0.0472731	-0.10354	-0.225685	-0.624234	0.0910096	-0.0822158	0.331428	-0.192899	-0.0138829
-0.0153712	-1.70995	0.354787	-0.408361	0.373502	0.335274	-0.0472044	-0.102705	-0.236304	-0.654969	0.0958335	-0.0910085	0.342662	-0.200804	-0.0083363
-0.0181566	-1.71544	0.369314	-0.420922	0.378632	0.343694	-0.0473955	-0.0988217	-0.245054	-0.684982	0.09863	-0.097914	0.35407	-0.205975	-0.0036026
-0.0271799	-1.70716	0.379046	-0.427954	0.377829	0.348115	-0.0504306	-0.0900004	-0.246492	-0.70923	0.0999467	-0.101226	0.363298	-0.215569	-0.000962696
-0.0399444	-1.68955	0.385083	-0.432872	0.373928	0.351775	-0.0562218	-0.0785467	-0.245544	-0.730434	0.0999251	-0.101808	0.371183	-0.229879	0.00125302
-0.0559487	-1.66407	0.387421	-0.432385	0.364594	0.351522	-0.0610554	-0.0664163	-0.239807	-0.748105	0.0984101	-0.100125	0.376909	-0.248211	0.00330924
-0.0724618	-1.63292	0.388501	-0.436168	0.353816	0.350144	-0.0643497	-0.0526357	-0.22862	-0.758105	0.0950328	-0.0962841	0.379072	-0.273808	0.00702524
-0.0898309	-1.60629	0.387779	-0.440326	0.340084	0.347718	-0.064996	-0.0370253	-0.213966	-0.762103	0.0915707	-0.0938582	0.377573	-0.301885	0.0141364
-0.103238	-1.58666	0.385585	-0.44308	0.327711	0.344667	-0.0644138	-0.0248681	-0.202576	-0.76307	0.0888591	-0.0927117	0.374968	-0.323087	0.0200516
-0.109007	-1.57978	0.383919	-0.444159	0.320714	0.343637	-0.062607	-0.0181276	-0.198726	-0.765037	0.0869618	-0.0946288	0.373136	-0.330969	0.0252256
-0.107436	-1.57841	0.383378	-0.435087	0.315162	0.339683	-0.0596166	-0.0172798	-0.195097	-0.766036	0.0851687	-0.0960006	0.375389	-0.325169	0.0281549
-0.0993015	-1.5729	0.383316	-0.419981	0.310629	0.332789	-0.0564776	-0.0204134	-0.191371	-0.765376	0.0825747	-0.0947432	0.381393	-0.310414	0.0275378
-0.0847427	-1.57188	0.382827	-0.404094	0.30902	0.326261	-0.0520131	-0.0288409	-0.191289	-0.761246	0.0810208	-0.0925731	0.387178	-0.289238	0.0241475
