0.298264	-0.268501	-0.257787	0.442235	-0.204069	0.145843	0.0287321
0.298191	-0.271784	-0.259863	0.445107	-0.201991	0.145403	0.0311019
0.298117	-0.275149	-0.261831	0.446519	-0.200338	0.14441	0.0337243
0.297223	-0.278692	-0.263604	0.447717	-0.199552	0.143	0.0364717
0.295471	-0.282769	-0.26437	0.447403	-0.198981	0.140628	0.0391462
0.291137	-0.289575	-0.264202	0.444541	-0.198754	0.136537	0.0446161
0.287811	-0.301327	-0.263009	0.438562	-0.200164	0.129395	0.0525676
0.297478	-0.314604	-0.258741	0.423958	-0.206218	0.120434	0.0630651
0.32381	-0.327454	-0.250093	0.398058	-0.213509	0.108852	0.0765677
0.366403	-0.338626	-0.235026	0.359322	-0.22022	0.0956983	0.0940973
0.429529	-0.348832	-0.213598	0.306417	-0.224382	0.0761849	0.112779
0.526272	-0.360103	-0.179834	0.227922	-0.227401	0.0460417	0.132596
0.66008	-0.369561	-0.1346	0.122218	-0.229122	0.00619158	0.152835
0.805579	-0.384165	-0.0889384	0.00567818	-0.226294	-0.0335414	0.181261
0.951455	-0.404642	-0.0482134	-0.1163	-0.222642	-0.0686686	0.220441
1.10183	-0.424534	-0.00668529	-0.249983	-0.218894	-0.099202	0.269604
1.2355	-0.448717	0.024296	-0.373489	-0.217901	-0.124461	0.32073
1.35358	-0.480657	0.0427903	-0.485458	-0.212616	-0.158997	0.371559
1.44718	-0.519895	0.0549227	-0.590142	-0.203523	-0.194452	0.433609
1.51806	-0.566246	0.0544652	-0.676199	-0.198354	-0.232033	0.489072
1.56791	-0.613533	0.0528689	-0.749753	-0.187464	-0.271581	0.541595
1.59852	-0.658427	0.0441349	-0.807566	-0.183882	-0.305817	0.586414
1.61077	-0.700887	0.0260448	-0.851849	-0.178442	-0.348161	0.62312
1.60089	-0.739874	0.00485974	-0.885149	-0.174376	-0.386636	0.659401
1.58739	-0.772267	-0.0147699	-0.914415	-0.168584	-0.422757	0.692504
1.57251	-0.8009	-0.0329534	-0.93372	-0.155568	-0.462357	0.712243
1.5385	-0.833021	-0.0644491	-0.941053	-0.162668	-0.506294	0.719197
1.50917	-0.853726	-0.0979519	-0.934035	-0.163648	-0.541502	0.719132
1.48546	-0.858085	-0.123503	-0.919612	-0.149425	-0.563427	0.720035
1.46684	-0.866057	-0.14831	-0.905405	-0.141654	-0.582641	0.721823
1.45631	-0.87719	-0.170285	-0.892137	-0.135446	-0.595803	0.726248
1.44506	-0.879161	-0.181218	-0.882995	-0.128938	-0.603941	0.726172
1.43688	-0.881538	-0.193739	-0.871986	-0.130376	-0.603714	0.730572
1.42947	-0.882907	-0.204118	-0.860172	-0.133194	-0.600816	0.731687
1.41297	-0.881541	-0.211792	-0.842797	-0.135435	-0.588619	0.735126
1.39296	-0.873519	-0.208848	-0.82791	-0.136157	-0.560882	0.745711
1.3916	-0.847026	-0.202188	-0.811469	-0.134426	-0.527801	0.746708
1.39785	-0.80651	-0.203813	-0.778986	-0.132685	-0.492007	0.734955
1.38829	-0.766067	-0.214372	-0.728661	-0.139995	-0.451946	0.715158
1.35383	-0.728927	-0.234406	-0.65574	-0.150296	-0.412083	0.687479
1.30062	-0.6969	-0.262117	-0.567643	-0.161221	-0.375089	0.656998
1.22766	-0.668736	-0.291999	-0.466806	-0.175532	-0.336008	0.621597
1.14029	-0.638897	-0.32226	-0.357538	-0.186903	-0.296657	0.581559
1.05188	-0.606042	-0.34696	-0.253735	-0.199922	-0.255003	0.542218
0.954044	-0.574137	-0.368882	-0.145012	-0.210376	-0.210583	0.503383
0.851477	-0.537238	-0.38476	-0.0458357	-0.220655	-0.164166	0.465597
0.742412	-0.49883	-0.397694	0.0521463	-0.228046	-0.120136	0.423012
0.635807	-0.456065	-0.409545	0.146864	-0.227999	-0.0793361	0.377385
0.535919	-0.409388	-0.41647	0.235211	-0.228477	-0.0388489	0.325913
0.446574	-0.358214	-0.416635	0.316259	-0.224315	0.00092563	0.272673
0.372442	-0.303816	-0.41218	0.38284	-0.22238	0.0414408	0.223095
0.318874	-0.250929	-0.403388	0.435582	-0.219465	0.0819482	0.178858
0.289845	-0.208564	-0.397423	0.476144	-0.218972	0.112997	0.138181
0.281818	-0.176945	-0.397769	0.503882	-0.217091	0.127046	0.0991272
0.273576	-0.153613	-0.394763	0.521343	-0.217827	0.140328	0.0695684
0.267753	-0.139059	-0.386662	0.528534	-0.223866	0.15591	0.0531401
0.269138	-0.138467	-0.378574	0.523855	-0.232721	0.162292	0.0501241
0.271646	-0.148623	-0.376434	0.515942	-0.240057	0.15811	0.0512494
0.267274	-0.157096	-0.380221	0.516588	-0.242217	0.151576	0.0487727
0.261974	-0.16007	-0.384986	0.522986	-0.241899	0.150957	0.0461997
0.259632	-0.161106	-0.385808	0.526392	-0.241135	0.152647	0.0465751
0.258383	-0.162596	-0.385281	0.528557	-0.238776	0.152569	0.0473705
0.25805	-0.16468	-0.384946	0.530338	-0.236751	0.151063	0.0464182
0.258869	-0.165207	-0.383357	0.531386	-0.234691	0.150922	0.0463929
0.260974	-0.165752	-0.379993	0.530275	-0.232679	0.150418	0.0467851
0.264286	-0.1667	-0.376511	0.528729	-0.231027	0.149823	0.0469673
0.267646	-0.167815	-0.373562	0.5271	-0.22965	0.14935	0.047855
0.272458	-0.169638	-0.370399	0.524246	-0.228302	0.14877	0.0498478
0.281414	-0.174174	-0.368028	0.520073	-0.227254	0.148559	0.0533671
0.298596	-0.184709	-0.366527	0.513048	-0.225483	0.147178	0.0601061
