-0.250714	-0.433161	-0.058361	0.233679	-0.221999	-0.0540539	-0.0908529	0.17113	0.251312	-0.0355561	-0.121371	-0.0797743	0.0477711	-0.0201809	0.0321032
-0.229848	-0.468101	-0.0425653	0.224084	-0.217161	-0.0652715	-0.0910211	0.159097	0.269364	-0.0073678	-0.123537	-0.0688084	0.0627619	-0.0189959	0.029155
-0.204929	-0.50926	-0.0243581	0.21141	-0.209826	-0.0786395	-0.0917028	0.143347	0.290059	0.0287451	-0.126561	-0.0557518	0.078993	-0.0172345	0.0244179
-0.175801	-0.556416	-0.00409583	0.196178	-0.200074	-0.0944233	-0.0929699	0.123658	0.31294	0.0728856	-0.130237	-0.0405484	0.0963766	-0.0145246	0.0178003
-0.142007	-0.610139	0.0186762	0.177342	-0.187045	-0.112086	-0.0946463	0.0997894	0.336921	0.124362	-0.134208	-0.0232446	0.114703	-0.0109852	0.00927767
-0.102636	-0.668846	0.0439791	0.154123	-0.170443	-0.131163	-0.0955675	0.0725497	0.360763	0.182212	-0.137684	-0.00350091	0.133625	-0.00703846	-0.000671386
-0.0585682	-0.729724	0.0711125	0.126849	-0.150993	-0.151512	-0.0955085	0.0432504	0.38449	0.245591	-0.141129	0.0182509	0.152295	-0.00283953	-0.0113393
-0.0122567	-0.791727	0.0987139	0.0976378	-0.129975	-0.173026	-0.0949585	0.0126394	0.408751	0.31339	-0.144088	0.0413769	0.17015	0.0010634	-0.022492
0.0344162	-0.852645	0.125309	0.0684619	-0.108937	-0.195548	-0.0936694	-0.0180996	0.433514	0.384237	-0.146265	0.0648466	0.186154	0.00484397	-0.0333337
0.081426	-0.909547	0.151399	0.0383869	-0.0884197	-0.217744	-0.0913105	-0.0473623	0.458513	0.455701	-0.148132	0.0883642	0.200122	0.00779263	-0.042818
0.127152	-0.96234	0.175861	0.00959675	-0.070078	-0.238995	-0.0884602	-0.0745414	0.482679	0.526218	-0.148448	0.111061	0.212028	0.00950083	-0.0507291
0.168726	-1.00802	0.196354	-0.0154683	-0.0545161	-0.258962	-0.0851849	-0.0992765	0.503802	0.592959	-0.147331	0.131871	0.220749	0.0120428	-0.0580264
0.207017	-1.04936	0.213906	-0.0383405	-0.0395433	-0.277487	-0.0812415	-0.122451	0.521446	0.655281	-0.144904	0.151037	0.227162	0.0147631	-0.0653535
0.240377	-1.08849	0.2285	-0.0589485	-0.0249113	-0.294104	-0.0775913	-0.144593	0.536471	0.712371	-0.141344	0.168294	0.231553	0.016881	-0.0729186
0.272268	-1.12333	0.242514	-0.0796771	-0.0102593	-0.308049	-0.0739243	-0.164766	0.549584	0.762837	-0.138128	0.184076	0.235786	0.018268	-0.0798912
0.300541	-1.15216	0.254173	-0.0992712	0.00306745	-0.319829	-0.0707277	-0.181578	0.560838	0.807556	-0.135919	0.198262	0.238474	0.0183787	-0.0861192
0.326749	-1.17446	0.264507	-0.117835	0.0154612	-0.329669	-0.0670737	-0.196074	0.570182	0.847101	-0.133878	0.211157	0.240074	0.0187622	-0.0914339
0.349479	-1.19251	0.27382	-0.135201	0.0276582	-0.336644	-0.0640318	-0.208865	0.576771	0.87904	-0.132402	0.221804	0.241229	0.0192728	-0.0966769
0.367318	-1.20485	0.281517	-0.151725	0.0386445	-0.3411	-0.0618661	-0.218888	0.581423	0.904069	-0.131904	0.23064	0.24132	0.0178147	-0.101431
0.380939	-1.21399	0.288815	-0.165525	0.0487369	-0.344326	-0.0598083	-0.226756	0.585007	0.92197	-0.132281	0.236901	0.241467	0.01691	-0.105268
