-0.0802993	0.424917	-0.0477892	0.108225	0.0281508	0.0391754	0.069708	-0.0140912	-0.158485	-0.185362	0.00246688	-0.100851	-0.1296	0.134831	0.0309518
-0.0761821	0.428662	-0.0485039	0.0990038	0.0281417	0.0482479	0.0788431	-0.00272103	-0.172402	-0.205262	-0.000917851	-0.106571	-0.13339	0.134201	0.0370329
-0.0601151	0.433657	-0.0485409	0.0783637	0.0267239	0.0634924	0.0912465	0.00995667	-0.201795	-0.226846	-0.00304878	-0.105484	-0.137387	0.132812	0.0456446
-0.0434383	0.438855	-0.0479464	0.0614146	0.0252063	0.0753269	0.103106	0.023636	-0.232455	-0.249234	-0.00938807	-0.103863	-0.140617	0.139169	0.0555735
-0.0210214	0.439623	-0.0409898	0.0557708	0.0208398	0.0794581	0.114201	0.0310056	-0.252145	-0.268249	-0.0127321	-0.102037	-0.135348	0.157436	0.0661781
0.0210456	0.44328	-0.0219577	0.0527671	0.0183969	0.0820988	0.125922	0.0327101	-0.274603	-0.296434	-0.00999213	-0.0965644	-0.117703	0.18901	0.0761465
0.073903	0.44731	0.00493665	0.0529427	0.0190606	0.0849081	0.138136	0.0302827	-0.301771	-0.332791	-0.00217257	-0.0907926	-0.0922791	0.23134	0.0844974
0.12592	0.451239	0.034372	0.0579703	0.0229393	0.0890737	0.149268	0.022597	-0.333982	-0.373662	0.00485327	-0.088053	-0.0667555	0.283923	0.089888
0.165189	0.452406	0.0625575	0.0660574	0.0305931	0.0930267	0.158309	0.0108934	-0.363815	-0.412793	0.00711861	-0.0898508	-0.0456659	0.336632	0.0925004
0.189044	0.454103	0.0841803	0.0753718	0.0391741	0.0947894	0.163359	-0.000140455	-0.381995	-0.439773	0.00449674	-0.0935727	-0.032656	0.380036	0.0926911
0.197354	0.455735	0.0948723	0.0884943	0.0484801	0.0932952	0.159383	-0.00886268	-0.384595	-0.449805	0.000657264	-0.0955833	-0.0264692	0.408038	0.0870651
0.195844	0.461181	0.0966252	0.102345	0.0583119	0.0891703	0.146878	-0.0144252	-0.375182	-0.441156	-0.00325825	-0.0934595	-0.0260939	0.421117	0.0767637
