0.0258565	-0.485133
0.0225335	-0.47769
0.0276749	-0.476464
0.0334883	-0.480079
0.0297136	-0.489661
0.0201774	-0.502573
0.0155128	-0.518575
0.0181811	-0.533961
0.0310323	-0.553507
0.0489558	-0.576347
0.0692939	-0.601583
0.0991834	-0.629589
0.133115	-0.657821
0.165058	-0.684703
0.194583	-0.705153
0.210546	-0.728088
0.213817	-0.750921
0.195476	-0.752778
0.134649	-0.733919
0.0480612	-0.687963
-0.043227	-0.619784
-0.127007	-0.54711
-0.19916	-0.475324
-0.264149	-0.402888
-0.314946	-0.329663
-0.35908	-0.259034
-0.40084	-0.200007
-0.39234	-0.178891
-0.349128	-0.184123
-0.313182	-0.177309
-0.278412	-0.195214
-0.233971	-0.235193
-0.201601	-0.276431
-0.170721	-0.330569
-0.133267	-0.386626
-0.0972315	-0.439583
-0.0609135	-0.494776
-0.0245239	-0.548558
0.0227887	-0.597354
0.0746552	-0.638606
0.120574	-0.665679
0.152283	-0.69371
0.173235	-0.716189
0.174397	-0.741659
0.14066	-0.731719
0.0625824	-0.698002
-0.0380942	-0.643097
-0.133225	-0.570845
-0.213797	-0.504006
-0.282979	-0.437634
-0.340764	-0.366711
-0.382833	-0.296094
-0.42654	-0.230517
-0.452862	-0.186739
-0.418108	-0.191114
-0.379022	-0.189241
-0.348936	-0.188774
-0.311605	-0.213824
-0.267832	-0.24654
-0.244076	-0.278795
-0.21877	-0.32212
-0.184484	-0.371637
-0.147794	-0.4188
-0.115212	-0.465572
-0.079739	-0.51227
-0.0325546	-0.556585
0.0133157	-0.593616
0.0544465	-0.618397
0.083472	-0.642758
0.109459	-0.666891
