0.251256	0.417605
0.20504	0.339739
0.185107	0.236726
0.187533	0.112687
0.20623	-0.0240829
0.228076	-0.182173
0.229629	-0.371876
0.221455	-0.585616
0.195071	-0.785732
0.146738	-0.997962
0.0777485	-1.20738
-0.000549467	-1.39882
-0.0727957	-1.58578
-0.146258	-1.78356
-0.195604	-1.97157
-0.187861	-2.17268
-0.170349	-2.37496
-0.134805	-2.55113
-0.100217	-2.69375
-0.0697887	-2.78798
-0.00855164	-2.84644
0.104661	-2.82974
0.237944	-2.77401
0.372754	-2.68848
0.574148	-2.63183
0.693617	-2.62149
0.709764	-2.65222
0.639638	-2.71161
0.56331	-2.75673
0.461305	-2.77967
0.338735	-2.78508
0.219545	-2.79814
0.139866	-2.80157
0.0554451	-2.81686
-0.0243862	-2.81423
-0.0681684	-2.78959
-0.0665752	-2.72522
-0.0357469	-2.63375
0.0169854	-2.52725
0.0949597	-2.40232
0.185039	-2.25748
0.278184	-2.1116
0.378501	-1.94931
0.492307	-1.78005
0.598678	-1.58388
0.690071	-1.39416
0.763436	-1.21397
0.780827	-1.05114
0.747068	-0.841628
0.684704	-0.638242
0.58498	-0.491405
0.474777	-0.291579
0.412467	-0.0989722
0.344807	0.0733706
0.28178	0.225568
0.236741	0.36058
0.202589	0.45248
0.22147	0.48542
0.262123	0.523045
0.293085	0.521059
0.304774	0.495819
0.306667	0.475528
0.30846	0.462074
0.309367	0.454599
0.312826	0.45384
0.311986	0.451761
0.313306	0.444906
0.319825	0.434387
0.332066	0.428803
0.343101	0.426279
