0.265069	0.432728
0.237759	0.395885
0.201177	0.353208
0.18847	0.308073
0.19716	0.220577
0.217814	0.0865674
0.236476	-0.0826114
0.23731	-0.297913
0.2276	-0.536198
0.191773	-0.784012
0.178838	-1.02982
0.132856	-1.24892
0.0630576	-1.43103
-0.0243392	-1.61079
-0.105754	-1.77853
-0.189051	-1.96168
-0.242261	-2.11475
-0.253513	-2.26187
-0.234338	-2.39531
-0.189831	-2.53617
-0.131584	-2.64614
-0.0707045	-2.70594
0.0578408	-2.69217
0.182145	-2.68709
0.326033	-2.60665
0.523425	-2.51491
0.744735	-2.42324
0.853024	-2.40607
0.85488	-2.41087
0.791833	-2.52108
0.695709	-2.54975
0.588313	-2.53059
0.463239	-2.53269
0.345486	-2.55269
0.260937	-2.56528
0.155172	-2.57545
0.0537849	-2.59867
-0.0238778	-2.58226
-0.0685547	-2.52684
-0.0922352	-2.46196
-0.0924138	-2.37777
-0.0645645	-2.26549
-0.0241636	-2.12858
0.0436735	-1.96619
0.120369	-1.78603
0.207004	-1.57806
0.294503	-1.3684
0.374814	-1.12809
0.470519	-0.909119
0.522281	-0.698955
0.54158	-0.517743
0.53733	-0.330427
0.509259	-0.147439
0.43498	0.00716808
0.361691	0.136403
0.304913	0.263709
0.250269	0.384988
0.212982	0.487094
0.198512	0.572502
0.167796	0.579482
0.179412	0.564866
0.204344	0.560161
0.23628	0.544036
0.26014	0.52656
0.266531	0.51215
0.268489	0.505255
0.261992	0.499448
0.258387	0.497989
0.258521	0.491043
0.260124	0.478549
