0.103948	0.130636	0.283861	0.169922	-0.0409296	0.0716351	0.00792362	-0.0860426	0.118614	0.140811	0.0247512	0.0160427	0.179991	-0.159707	-0.604051	-0.291766	0.044452	-0.150922	0.0104073	-0.0493972
0.10397	0.130451	0.283948	0.170354	-0.0409275	0.0712584	0.00793452	-0.0861683	0.119114	0.140875	0.0241565	0.0166856	0.179929	-0.160075	-0.606728	-0.290665	0.0440693	-0.151552	0.0102949	-0.0500159
0.104171	0.129792	0.283821	0.170101	-0.0413547	0.0699366	0.0088752	-0.0859973	0.119531	0.139772	0.0242118	0.0170813	0.178901	-0.160455	-0.60805	-0.289263	0.0432054	-0.151485	0.0103507	-0.050603
0.107964	0.129886	0.284728	0.169397	-0.0415445	0.0671694	0.012248	-0.0855754	0.120964	0.136021	0.0240316	0.0165045	0.177777	-0.161744	-0.60882	-0.290068	0.0418683	-0.151435	0.0114568	-0.0512714
0.11659	0.132759	0.284847	0.167265	-0.0408566	0.0657675	0.0195736	-0.0850964	0.124215	0.128489	0.0234399	0.0158338	0.177234	-0.163799	-0.614419	-0.291632	0.0408286	-0.150521	0.0123957	-0.0526037
0.1298	0.137702	0.278234	0.163443	-0.0361217	0.0677586	0.0284337	-0.0811043	0.131221	0.118753	0.0185117	0.0170116	0.175549	-0.164017	-0.632419	-0.288865	0.0389799	-0.148322	0.0109386	-0.0531252
0.146215	0.144604	0.262564	0.15894	-0.0247721	0.0757993	0.0336137	-0.0705055	0.143686	0.110497	0.00611421	0.0216961	0.171713	-0.160714	-0.668482	-0.278566	0.0360523	-0.146561	0.00472561	-0.0522732
0.164658	0.153564	0.238219	0.154279	-0.00544455	0.0900308	0.0335754	-0.0535199	0.162028	0.107844	-0.0165287	0.0307666	0.166222	-0.153303	-0.720094	-0.260609	0.0325695	-0.146898	-0.00641362	-0.0513173
0.18308	0.163924	0.206176	0.149518	0.0210879	0.108677	0.0288694	-0.0309686	0.185954	0.111843	-0.0485407	0.044447	0.158048	-0.141901	-0.785561	-0.234845	0.0280192	-0.148699	-0.0220085	-0.0503956
0.199723	0.17551	0.168742	0.144784	0.0525009	0.129595	0.0224555	-0.00527285	0.214472	0.121254	-0.0867358	0.0620015	0.146754	-0.127215	-0.859655	-0.203141	0.0221771	-0.150229	-0.0403218	-0.0496541
0.213481	0.187835	0.128778	0.13981	0.0855322	0.150182	0.0188465	0.0205253	0.245186	0.132075	-0.126254	0.0814038	0.132997	-0.111102	-0.937525	-0.168095	0.0150879	-0.149342	-0.0586124	-0.0484298
0.225206	0.199902	0.0881715	0.133884	0.118427	0.169023	0.0215772	0.0441595	0.274159	0.140885	-0.163675	0.0998632	0.117932	-0.0959021	-1.01616	-0.131828	0.00692955	-0.144554	-0.0741645	-0.0446012
0.234272	0.210349	0.0519344	0.127864	0.146847	0.183525	0.0285784	0.0640302	0.30065	0.145894	-0.195453	0.1157	0.10331	-0.0827552	-1.08575	-0.0988722	-0.00197865	-0.137223	-0.0862138	-0.040549
0.24006	0.219531	0.0205165	0.122211	0.170906	0.19619	0.0364973	0.079581	0.322074	0.149313	-0.221214	0.128619	0.0911184	-0.0710064	-1.14214	-0.0697613	-0.00946701	-0.129559	-0.0950195	-0.0366404
0.243611	0.224231	-0.00708339	0.115942	0.190776	0.204243	0.0457543	0.0916612	0.336427	0.150043	-0.241842	0.137741	0.0810281	-0.0610331	-1.18387	-0.0428328	-0.0167407	-0.121611	-0.0999551	-0.0307154
0.245622	0.2247	-0.030037	0.109386	0.207011	0.208522	0.0540625	0.10033	0.343103	0.14974	-0.257901	0.142978	0.0737515	-0.0532994	-1.2123	-0.0183708	-0.0232227	-0.115053	-0.101644	-0.0235966
