-0.00842109	-0.116927	-0.0225592	-0.00540171	0.0160771	-0.0717548	-0.0532082	0.00719425	-0.0650963	0.038385	0.00160372	-0.0168645	0.0101786	-0.0207416	-0.501672	0.170155	-0.100346	-0.0317773	0.0341295	0.101289
-0.00826222	-0.118236	-0.0224019	-0.00533462	0.0155233	-0.0719911	-0.0535052	0.00802806	-0.0666623	0.0356909	0.00350035	-0.017478	0.00912929	-0.0209152	-0.502574	0.17136	-0.100963	-0.030832	0.0345094	0.103712
-0.0067638	-0.12034	-0.0226148	-0.00552103	0.0156484	-0.0722911	-0.0537844	0.00939075	-0.069641	0.0322565	0.00548637	-0.0190929	0.00847289	-0.0211473	-0.502847	0.171982	-0.101472	-0.0292661	0.0355895	0.107479
-0.00464946	-0.123026	-0.0235971	-0.0062791	0.016261	-0.0722658	-0.053873	0.0111031	-0.0735574	0.0284005	0.00761011	-0.02111	0.00790677	-0.0212081	-0.502209	0.172882	-0.101915	-0.0270321	0.0369849	0.112035
-0.00176983	-0.126338	-0.025326	-0.00754094	0.0174028	-0.0724025	-0.0533188	0.013148	-0.0784018	0.0240056	0.00952118	-0.023777	0.00729159	-0.0212	-0.500947	0.173955	-0.102482	-0.024228	0.0388989	0.117663
0.00102232	-0.129645	-0.0273054	-0.00912724	0.0184974	-0.0724745	-0.0522924	0.0150087	-0.0834727	0.0196357	0.0115121	-0.0265113	0.00650175	-0.0209535	-0.498586	0.175151	-0.102957	-0.0212696	0.0409011	0.123453
0.00372873	-0.133124	-0.0295261	-0.0108937	0.0196649	-0.072845	-0.0512085	0.0172595	-0.0882241	0.0151251	0.0133804	-0.0292394	0.00516354	-0.0204808	-0.495674	0.176477	-0.103782	-0.0182247	0.0427883	0.129453
0.00615278	-0.136548	-0.032105	-0.0127824	0.020991	-0.0730618	-0.0502882	0.0197842	-0.092341	0.0111925	0.0147887	-0.0316616	0.00345166	-0.0196239	-0.492499	0.17811	-0.10474	-0.0153734	0.0442921	0.135064
0.00842286	-0.139675	-0.0348998	-0.0146972	0.022621	-0.0730817	-0.0494712	0.0223871	-0.0957317	0.00804133	0.0154421	-0.0338561	0.0018189	-0.0185972	-0.489442	0.179841	-0.105743	-0.0128475	0.0454713	0.139969
0.00995284	-0.142319	-0.0377515	-0.0167032	0.0243669	-0.0726962	-0.0489732	0.0249611	-0.0982254	0.00582008	0.015621	-0.0354416	-2.34437e-05	-0.0175256	-0.487162	0.1823	-0.106876	-0.0106637	0.0459595	0.143587
0.0103546	-0.144067	-0.0399926	-0.0185766	0.0257009	-0.0716179	-0.0489123	0.026777	-0.09984	0.00494522	0.0159016	-0.0361226	-0.00181317	-0.0166221	-0.486089	0.18519	-0.107767	-0.00905819	0.0456217	0.145058
0.0102046	-0.144804	-0.0411618	-0.0198825	0.0267917	-0.0699707	-0.0494818	0.0278205	-0.100893	0.00537477	0.0162978	-0.0361595	-0.00321896	-0.0159474	-0.486251	0.187555	-0.1081	-0.00838443	0.0448147	0.144639
0.00994926	-0.144703	-0.0411944	-0.0203606	0.0275465	-0.0679751	-0.0509307	0.0284547	-0.101295	0.00680155	0.0168672	-0.0358602	-0.00398543	-0.015553	-0.487737	0.188534	-0.107828	-0.00863866	0.0437637	0.14313
0.00943355	-0.14402	-0.0403647	-0.0203136	0.0279475	-0.0658834	-0.0535732	0.0291072	-0.100777	0.00903117	0.0174228	-0.035224	-0.00447513	-0.0149721	-0.489464	0.188761	-0.107382	-0.00963806	0.0423138	0.140468
0.00877387	-0.14281	-0.0390315	-0.020042	0.0283062	-0.0632285	-0.0567941	0.0295844	-0.0999724	0.0121339	0.0180647	-0.0343777	-0.00464356	-0.0143135	-0.492018	0.188784	-0.106702	-0.0110828	0.0406465	0.136914
0.00800355	-0.141312	-0.0374925	-0.0198046	0.0286949	-0.0603042	-0.0599604	0.0298028	-0.0988947	0.0158914	0.0184581	-0.033368	-0.00450608	-0.01366	-0.495156	0.189049	-0.105985	-0.0127885	0.038942	0.132671
0.00675245	-0.138972	-0.0357926	-0.0197785	0.0291331	-0.0568067	-0.0627746	0.0291553	-0.0972894	0.0207443	0.0185641	-0.0315176	-0.00401495	-0.0128581	-0.497475	0.189725	-0.104862	-0.0147379	0.037027	0.12676
0.00568012	-0.13635	-0.0335818	-0.0197747	0.0295033	-0.0530198	-0.0651145	0.0279186	-0.0961914	0.0258785	0.0190176	-0.0296038	-0.0030572	-0.0124802	-0.500559	0.190441	-0.103429	-0.0166837	0.0353979	0.120133
0.00525904	-0.133095	-0.0306032	-0.0194702	0.029947	-0.0489989	-0.0669709	0.0258806	-0.0958529	0.0314411	0.0198748	-0.0277425	-0.00131513	-0.0125658	-0.504228	0.190103	-0.101247	-0.0188412	0.0342805	0.112735
0.00509563	-0.129023	-0.0272107	-0.018916	0.0306134	-0.0447357	-0.068515	0.0233671	-0.0953914	0.0374754	0.0205686	-0.025463	0.0008896	-0.012799	-0.507026	0.188997	-0.0984199	-0.0212031	0.0333202	0.104323
0.00494753	-0.125638	-0.0240974	-0.0185344	0.0312646	-0.0405557	-0.0703138	0.0216948	-0.0942053	0.0427245	0.0204167	-0.023414	0.00285118	-0.012995	-0.5086	0.188519	-0.0964155	-0.0231379	0.032138	0.0972191
