-0.0134113	0.297132
-0.0117472	0.300258
-0.0133004	0.302699
-0.0154095	0.303362
-0.0167377	0.303442
-0.0192478	0.305497
-0.017186	0.308031
-0.0110733	0.317991
0.000398245	0.335184
0.0187632	0.367561
0.0457311	0.423307
0.0806885	0.503482
0.127591	0.606624
0.183458	0.727344
0.244139	0.85815
0.299773	0.997282
0.35284	1.13791
0.405333	1.27873
0.457856	1.41332
0.495604	1.54328
0.536675	1.66235
0.572947	1.76578
0.602122	1.84834
0.628314	1.92005
0.644968	1.97583
0.659166	2.01465
0.667218	2.04598
0.6731	2.06865
0.676846	2.08402
0.681176	2.09672
0.686943	2.10754
0.69104	2.11593
0.694255	2.12256
0.695656	2.12102
0.695391	2.11123
0.697628	2.09436
0.697814	2.07224
0.695676	2.04109
0.688581	1.99627
0.677886	1.94318
0.666823	1.88788
0.657321	1.83151
0.651702	1.77459
0.648243	1.72215
0.64765	1.67771
0.651691	1.63947
0.659977	1.60977
0.669337	1.59098
0.682147	1.5768
0.697156	1.56828
0.711098	1.56306
0.723587	1.55845
0.737407	1.55087
0.7486	1.53769
0.759747	1.52055
0.771804	1.50111
0.779002	1.48374
0.784011	1.4624
0.786118	1.44111
0.78338	1.41774
0.777603	1.38551
0.770553	1.34679
0.761052	1.30548
0.749578	1.26682
0.740836	1.23115
0.734642	1.20313
0.729993	1.18489
0.727955	1.17917
0.728889	1.18636
0.734331	1.20478
