-0.562872	0.232977	0.358181	0.0516573	0.317046	0.338049	0.110162
-0.558625	0.235886	0.357311	0.051098	0.315798	0.336686	0.107763
-0.558253	0.238104	0.356497	0.0518538	0.311754	0.334968	0.103904
-0.569706	0.236144	0.357571	0.0507543	0.301052	0.331228	0.0979695
-0.593026	0.230577	0.362408	0.0417293	0.279283	0.322768	0.0872487
-0.632818	0.220861	0.372209	0.0240336	0.245499	0.305486	0.0674362
-0.693622	0.206838	0.386591	-0.00229282	0.196497	0.27902	0.0366757
-0.773474	0.189001	0.402672	-0.0372797	0.129857	0.243887	-0.00467643
-0.867442	0.168902	0.417421	-0.0770053	0.0502838	0.20172	-0.0529746
-0.965036	0.148211	0.42795	-0.116125	-0.0343851	0.157575	-0.10077
-1.05588	0.127062	0.43118	-0.150953	-0.119101	0.114489	-0.144079
-1.12927	0.105768	0.425046	-0.179506	-0.196299	0.0772844	-0.176335
-1.18773	0.0858538	0.414674	-0.202724	-0.262126	0.0463606	-0.200526
-1.22915	0.0665117	0.398973	-0.221633	-0.316128	0.0217797	-0.214752
-1.25802	0.047406	0.379733	-0.236472	-0.360189	0.00150848	-0.22169
-1.27731	0.0284246	0.358478	-0.247501	-0.396841	-0.0142311	-0.222514
-1.28654	0.00952307	0.336683	-0.257439	-0.426539	-0.0269798	-0.219038
-1.28906	-0.00880355	0.317498	-0.266863	-0.450296	-0.0366707	-0.21335
-1.28759	-0.0251431	0.304811	-0.275474	-0.465689	-0.0435559	-0.208914
-1.28283	-0.0377186	0.302648	-0.283858	-0.469445	-0.0466908	-0.206988
-1.28965	-0.0461558	0.312682	-0.28885	-0.467621	-0.0501653	-0.213534
-1.30336	-0.0499338	0.330158	-0.288371	-0.459653	-0.0529573	-0.224712
-1.31832	-0.0491864	0.34727	-0.285024	-0.453132	-0.0543723	-0.236268
-1.33234	-0.044624	0.359079	-0.281889	-0.448724	-0.056711	-0.246977
-1.35487	-0.0357818	0.373119	-0.277294	-0.443559	-0.0609342	-0.260258
-1.38669	-0.0223272	0.39241	-0.269335	-0.440397	-0.0641326	-0.278134
-1.41411	-0.00995081	0.406261	-0.262142	-0.444267	-0.0655704	-0.293535
-1.4296	-0.00138144	0.413181	-0.257715	-0.452039	-0.0650765	-0.302337
-1.42843	0.00273408	0.415013	-0.256152	-0.454421	-0.0616868	-0.303832
-1.42345	0.00669405	0.418837	-0.253988	-0.450259	-0.0578947	-0.304615
-1.42354	0.0108647	0.424371	-0.249153	-0.444756	-0.0540835	-0.307292
-1.42523	0.0159088	0.435443	-0.24299	-0.435837	-0.0478304	-0.310228
-1.42346	0.0235374	0.451368	-0.236215	-0.418983	-0.0395151	-0.312239
-1.41782	0.0333854	0.467193	-0.229179	-0.398263	-0.0302971	-0.311871
-1.41218	0.0435603	0.481415	-0.220164	-0.376625	-0.0193278	-0.310217
-1.40811	0.0552368	0.49739	-0.206521	-0.352951	-0.00515717	-0.308854
-1.40352	0.0684312	0.511899	-0.191962	-0.327763	0.0111396	-0.305166
-1.39797	0.0835166	0.526057	-0.175686	-0.300668	0.0285967	-0.300624
-1.39025	0.0988877	0.54067	-0.157819	-0.269253	0.0465022	-0.294552
-1.38126	0.114155	0.554473	-0.137106	-0.235831	0.0657091	-0.288054
-1.37119	0.130802	0.56943	-0.113653	-0.198355	0.0848935	-0.28149
-1.36059	0.148452	0.586006	-0.088362	-0.157575	0.104386	-0.275301
-1.34739	0.166506	0.603759	-0.061406	-0.113817	0.123654	-0.269573
-1.33086	0.184601	0.622454	-0.0335344	-0.0676642	0.143026	-0.263768
-1.31	0.201414	0.640467	-0.00602737	-0.0204198	0.160665	-0.257632
-1.28461	0.216214	0.656514	0.0208752	0.0260329	0.177665	-0.250858
-1.25546	0.227495	0.669448	0.0454394	0.0697006	0.193947	-0.243195
-1.22047	0.23732	0.678719	0.0657242	0.110756	0.209323	-0.234317
-1.18451	0.246298	0.686326	0.0824614	0.150749	0.221761	-0.225762
-1.15028	0.254827	0.691459	0.0975221	0.187131	0.231574	-0.21959
-1.11957	0.263525	0.695384	0.111066	0.219754	0.239836	-0.215083
-1.09401	0.272291	0.698579	0.121927	0.247811	0.24768	-0.210297
-1.07443	0.279732	0.700566	0.131501	0.271886	0.254767	-0.205276
-1.05823	0.285983	0.700822	0.138287	0.29198	0.260447	-0.200038
-1.04636	0.289798	0.699282	0.141498	0.306154	0.264609	-0.195299
-1.03922	0.291185	0.696559	0.141027	0.314465	0.266584	-0.191622
-1.03595	0.29254	0.693231	0.139681	0.319724	0.267415	-0.18919
-1.03583	0.295478	0.690789	0.138625	0.325023	0.267109	-0.188567
-1.03865	0.299888	0.690038	0.139203	0.331453	0.267453	-0.188855
-1.04261	0.304772	0.689959	0.141275	0.337963	0.268612	-0.188893
-1.04525	0.309598	0.690371	0.143079	0.34414	0.270162	-0.18853
-1.04512	0.313533	0.691101	0.143903	0.349292	0.270616	-0.189004
-1.0454	0.314953	0.69195	0.144227	0.35221	0.270017	-0.189863
-1.04378	0.314918	0.692126	0.144212	0.352653	0.269281	-0.191218
-1.04254	0.313	0.692562	0.144375	0.351538	0.268868	-0.1925
-1.04107	0.310183	0.693605	0.144378	0.350406	0.267973	-0.193186
-1.03862	0.306805	0.693303	0.144675	0.348829	0.26691	-0.19279
-1.03574	0.303473	0.691088	0.14569	0.3459	0.266042	-0.192334
-1.03116	0.301529	0.688266	0.144325	0.340958	0.26526	-0.191434
-1.02752	0.300743	0.686226	0.140119	0.334559	0.263461	-0.190585
