-0.0319293	-0.58596
-0.033207	-0.590047
-0.0336258	-0.593463
-0.0339044	-0.595774
-0.0345369	-0.597391
-0.0349053	-0.59906
-0.0354113	-0.600543
-0.0358345	-0.601791
-0.0365058	-0.603043
-0.0377677	-0.60335
-0.0392118	-0.603242
-0.0407343	-0.602551
-0.0424265	-0.600509
-0.0441541	-0.597195
-0.0452619	-0.593655
-0.0465844	-0.589334
-0.0486044	-0.58379
-0.0499068	-0.578316
-0.0502672	-0.573166
-0.0502377	-0.568422
-0.0496471	-0.564109
-0.0484206	-0.560405
-0.0465336	-0.557278
-0.0435769	-0.554114
-0.0408483	-0.550836
-0.0391533	-0.547578
-0.0384148	-0.544695
-0.037905	-0.541975
-0.0381152	-0.539819
-0.0374829	-0.538641
-0.0360762	-0.538477
-0.0341782	-0.539227
-0.0316176	-0.541792
-0.0288926	-0.545308
-0.0268137	-0.548349
-0.0253313	-0.55008
-0.0242012	-0.550436
-0.0234783	-0.548781
-0.0229922	-0.54566
-0.0221638	-0.542669
-0.0204129	-0.539774
-0.0171335	-0.536273
-0.013642	-0.532038
-0.0101234	-0.528555
-0.00727088	-0.526699
-0.00567037	-0.525095
-0.00452755	-0.52427
-0.0026446	-0.524489
-0.000343982	-0.525619
0.00262092	-0.527652
0.00595998	-0.530269
0.00878164	-0.533376
0.0108202	-0.536755
0.012161	-0.540196
0.0126523	-0.543499
0.0126426	-0.546872
0.0122705	-0.54994
0.0116099	-0.552522
0.0107577	-0.554919
0.00994163	-0.55638
0.00902037	-0.557477
0.00803503	-0.558738
0.00754886	-0.560491
0.00750023	-0.562033
0.00713106	-0.56355
0.00589328	-0.56483
0.0036733	-0.566018
0.0015104	-0.567203
0.00170067	-0.569157
0.00484721	-0.571176
