-0.384459	-0.0731353	0.257902	-0.143794	-0.163958
-0.378586	-0.0773938	0.262571	-0.150687	-0.17508
-0.371812	-0.077979	0.269896	-0.156904	-0.178158
-0.371786	-0.0924093	0.281687	-0.161477	-0.175862
-0.385734	-0.124899	0.294204	-0.168121	-0.157753
-0.401153	-0.175714	0.302221	-0.175087	-0.148379
-0.40609	-0.257467	0.305004	-0.182087	-0.147012
-0.413946	-0.379542	0.302475	-0.193291	-0.15695
-0.421792	-0.514612	0.302003	-0.201253	-0.183858
-0.424367	-0.609948	0.305434	-0.193639	-0.215403
-0.422348	-0.615804	0.309763	-0.179642	-0.261103
-0.43046	-0.604215	0.300887	-0.166204	-0.288246
-0.446836	-0.521066	0.25367	-0.173524	-0.295255
-0.466463	-0.402799	0.171663	-0.220129	-0.222829
-0.455725	-0.249891	0.0673051	-0.255498	-0.127735
-0.439262	-0.0674267	-0.0137276	-0.259413	-0.0433131
-0.420849	0.130711	-0.0615432	-0.250276	0.041732
-0.406197	0.309319	-0.0678899	-0.244108	0.114742
-0.387576	0.390737	-0.0446341	-0.240948	0.144059
-0.355796	0.418127	-0.00151347	-0.233845	0.11114
-0.333328	0.425608	0.0490884	-0.218711	0.0983747
-0.336801	0.35136	0.135558	-0.192883	0.0669685
-0.362939	0.222778	0.206361	-0.177353	0.0455869
-0.383236	0.070938	0.268866	-0.178306	0.0045269
-0.405846	-0.105022	0.303711	-0.189258	-0.0458643
-0.42757	-0.29523	0.302507	-0.208502	-0.105867
-0.43489	-0.487081	0.277881	-0.22672	-0.150736
-0.434739	-0.587984	0.256337	-0.21476	-0.208198
-0.436721	-0.604909	0.248716	-0.195687	-0.273114
-0.447897	-0.595813	0.238317	-0.15354	-0.302801
-0.458716	-0.513247	0.193258	-0.136887	-0.293952
-0.473929	-0.398519	0.11242	-0.146727	-0.203104
-0.470054	-0.254902	0.02663	-0.155771	-0.107667
-0.469113	-0.0853876	-0.0505114	-0.157994	-0.0148157
-0.458535	0.0883295	-0.107604	-0.158631	0.0727635
-0.449748	0.255266	-0.144593	-0.159527	0.166514
-0.440792	0.370947	-0.153358	-0.167531	0.245411
-0.412602	0.409062	-0.110427	-0.173966	0.234421
-0.371149	0.42194	-0.0404931	-0.160715	0.187933
-0.334874	0.426786	0.00622014	-0.155719	0.16685
-0.324381	0.387177	0.102497	-0.155575	0.130048
-0.331055	0.302746	0.189359	-0.180529	0.123573
-0.347599	0.189242	0.256131	-0.202129	0.115296
-0.357026	0.0605801	0.307812	-0.225372	0.0827052
-0.371385	-0.0644691	0.334645	-0.244063	0.0306249
-0.390998	-0.195042	0.345289	-0.249918	-0.0105971
-0.402421	-0.309583	0.345761	-0.248155	-0.0426193
-0.407136	-0.379776	0.344382	-0.235205	-0.0802969
-0.408951	-0.406843	0.336772	-0.221022	-0.124271
-0.411018	-0.427236	0.32318	-0.201747	-0.167347
-0.414643	-0.436638	0.306297	-0.176989	-0.213327
-0.417251	-0.416511	0.278459	-0.168508	-0.255383
-0.435467	-0.378496	0.238663	-0.168793	-0.28023
-0.455607	-0.34559	0.181269	-0.172606	-0.280154
-0.467429	-0.303255	0.116955	-0.170219	-0.267172
-0.471887	-0.239146	0.0605351	-0.156356	-0.253193
-0.464439	-0.166864	0.0171926	-0.142228	-0.232366
-0.454873	-0.102618	-0.0128139	-0.13351	-0.198241
-0.444827	-0.0622436	-0.0189945	-0.129413	-0.173219
-0.434942	-0.0510756	0.00434873	-0.1285	-0.16601
-0.421081	-0.048513	0.0415481	-0.127434	-0.162863
-0.402572	-0.0485829	0.0898771	-0.135948	-0.163402
-0.385709	-0.0488818	0.148815	-0.154734	-0.170781
-0.369998	-0.0445316	0.209941	-0.175487	-0.18067
-0.356898	-0.0433569	0.255344	-0.191737	-0.190979
-0.347171	-0.0413545	0.28605	-0.206092	-0.197444
-0.343252	-0.0389254	0.305832	-0.215536	-0.199607
-0.339325	-0.0367781	0.319539	-0.223672	-0.204466
-0.33611	-0.0364501	0.327175	-0.228049	-0.208824
-0.335616	-0.0367564	0.329447	-0.229566	-0.211025
