-0.337771	-0.0956795	0.28906	-0.219558	-0.220249
-0.34707	-0.110079	0.302766	-0.217928	-0.201232
-0.365009	-0.137418	0.303823	-0.219079	-0.177225
-0.384682	-0.167902	0.306783	-0.215903	-0.156097
-0.39247	-0.206647	0.309187	-0.208808	-0.143299
-0.39842	-0.268946	0.30841	-0.206135	-0.141746
-0.40317	-0.347337	0.308499	-0.209458	-0.150029
-0.408353	-0.436297	0.309844	-0.218007	-0.167876
-0.410743	-0.522472	0.31301	-0.227472	-0.186439
-0.411542	-0.588164	0.316814	-0.232154	-0.206118
-0.40658	-0.619274	0.321272	-0.237614	-0.232277
-0.402613	-0.619044	0.322522	-0.240515	-0.265498
-0.408835	-0.622329	0.320046	-0.236297	-0.294776
-0.418953	-0.612351	0.300272	-0.22545	-0.322919
-0.431754	-0.56776	0.27214	-0.216074	-0.341555
-0.453462	-0.498837	0.215723	-0.220004	-0.321936
-0.4688	-0.418715	0.144755	-0.236506	-0.270007
-0.476385	-0.31908	0.0685792	-0.248256	-0.202707
-0.477852	-0.20645	3.53046e-05	-0.246009	-0.140336
-0.472586	-0.0883151	-0.0557083	-0.234418	-0.0829526
-0.460436	0.032887	-0.0968757	-0.218765	-0.027247
-0.445467	0.159402	-0.117337	-0.204346	0.0251145
-0.430841	0.278881	-0.118196	-0.197652	0.07751
-0.417274	0.365445	-0.112931	-0.201754	0.12954
-0.39687	0.395386	-0.0821721	-0.207813	0.124415
-0.374614	0.410982	-0.0387033	-0.206974	0.0956582
-0.354989	0.422928	0.00799393	-0.204274	0.075441
-0.353692	0.407884	0.0755843	-0.189382	0.0540556
-0.359193	0.34909	0.146375	-0.185789	0.038877
-0.374617	0.264819	0.203414	-0.190234	0.0324039
-0.392612	0.166793	0.251054	-0.193792	0.0194751
-0.404144	0.0621029	0.288941	-0.198954	-0.00770843
-0.415266	-0.0492993	0.311242	-0.205286	-0.0415081
-0.428711	-0.171121	0.314977	-0.215815	-0.0787689
-0.443114	-0.300819	0.303477	-0.229269	-0.119772
-0.448623	-0.435652	0.284405	-0.24374	-0.161081
-0.448886	-0.558077	0.26708	-0.246747	-0.19867
-0.444709	-0.623518	0.247104	-0.235106	-0.248438
-0.440958	-0.638417	0.241394	-0.225402	-0.294398
-0.449222	-0.655257	0.207288	-0.195999	-0.331995
-0.459656	-0.645401	0.18835	-0.164542	-0.363898
-0.470839	-0.601231	0.145428	-0.143102	-0.383829
-0.500779	-0.522155	0.0956863	-0.141393	-0.3634
-0.521308	-0.434096	0.0294572	-0.150485	-0.302627
-0.520648	-0.328362	-0.0394254	-0.155028	-0.226764
-0.51166	-0.211706	-0.0946381	-0.149823	-0.155831
-0.495392	-0.0887903	-0.136461	-0.143122	-0.0865619
-0.475806	0.0374109	-0.163697	-0.137565	-0.0169942
-0.454714	0.16823	-0.170652	-0.136511	0.047555
-0.435446	0.288857	-0.158903	-0.144177	0.108116
-0.418876	0.370304	-0.140166	-0.157022	0.161593
-0.397085	0.394664	-0.094313	-0.171719	0.157468
-0.373524	0.404883	-0.0379539	-0.180768	0.131496
-0.352912	0.415322	0.00562077	-0.186797	0.11999
-0.347122	0.414511	0.0644156	-0.181556	0.110171
-0.347372	0.361223	0.138193	-0.18557	0.0951938
-0.352942	0.282403	0.198946	-0.194732	0.100505
-0.3685	0.20056	0.24108	-0.195751	0.103544
-0.380623	0.110057	0.280285	-0.193346	0.0853044
-0.387357	0.0146167	0.307603	-0.192783	0.0546325
-0.395749	-0.0900492	0.322622	-0.197365	0.0196912
-0.408905	-0.200783	0.321534	-0.202324	-0.0223303
-0.419078	-0.316254	0.312658	-0.207926	-0.0657243
-0.425516	-0.432005	0.295521	-0.212678	-0.102232
-0.430218	-0.518367	0.273806	-0.206495	-0.139441
-0.433569	-0.566001	0.255383	-0.20062	-0.178218
-0.440035	-0.581741	0.240831	-0.197496	-0.220631
-0.451273	-0.596527	0.214941	-0.184448	-0.262393
-0.466263	-0.60336	0.192729	-0.16385	-0.307526
-0.480687	-0.593072	0.17149	-0.146288	-0.341472
