-0.408664	-0.304985	-0.183381	0.402806	-0.560018
-0.408789	-0.30461	-0.183322	0.40332	-0.55913
-0.409453	-0.303947	-0.183378	0.403047	-0.557061
-0.411833	-0.301275	-0.180957	0.401091	-0.556026
-0.421469	-0.301213	-0.178064	0.396906	-0.560584
-0.440552	-0.302037	-0.174909	0.386834	-0.571035
-0.471896	-0.304547	-0.173855	0.363703	-0.587972
-0.519491	-0.310881	-0.176191	0.327901	-0.610902
-0.583233	-0.318601	-0.183593	0.279927	-0.637137
-0.659605	-0.325694	-0.191071	0.221813	-0.665058
-0.744673	-0.329503	-0.196216	0.156508	-0.692656
-0.831857	-0.330808	-0.196752	0.0865799	-0.718616
-0.914356	-0.330519	-0.190059	0.0158359	-0.7399
-0.983796	-0.327668	-0.178598	-0.0513937	-0.755251
-1.03956	-0.326202	-0.165536	-0.110889	-0.762299
-1.07696	-0.326005	-0.151887	-0.161982	-0.761792
-1.09837	-0.32711	-0.137194	-0.203737	-0.755132
-1.11442	-0.326756	-0.120842	-0.237431	-0.744674
-1.11991	-0.326211	-0.101195	-0.264341	-0.73332
-1.12317	-0.326683	-0.0815102	-0.285454	-0.722536
-1.1268	-0.326777	-0.0631546	-0.304357	-0.71481
-1.13254	-0.328116	-0.0508763	-0.318414	-0.710048
-1.13814	-0.327215	-0.0414158	-0.328043	-0.706922
-1.14407	-0.326203	-0.0338871	-0.33533	-0.704236
-1.14728	-0.326725	-0.0310462	-0.337183	-0.701944
-1.15108	-0.329167	-0.0376047	-0.33272	-0.701644
-1.16132	-0.332389	-0.0496268	-0.323414	-0.704828
-1.17577	-0.33458	-0.0638072	-0.311278	-0.712447
-1.1945	-0.334303	-0.0793877	-0.298488	-0.722091
-1.21936	-0.330799	-0.0974465	-0.285384	-0.735968
-1.25187	-0.322298	-0.117567	-0.274755	-0.756631
-1.27717	-0.313602	-0.129703	-0.273533	-0.777422
-1.28357	-0.311553	-0.135922	-0.272431	-0.789212
-1.278	-0.316273	-0.147139	-0.25758	-0.794579
-1.27453	-0.320431	-0.162238	-0.234321	-0.803349
-1.26998	-0.321056	-0.174936	-0.216345	-0.815508
-1.2621	-0.321003	-0.18781	-0.196029	-0.827795
-1.25323	-0.322729	-0.201118	-0.16846	-0.841966
-1.24152	-0.324718	-0.214829	-0.137139	-0.854974
-1.22959	-0.324592	-0.228714	-0.101823	-0.866681
-1.2153	-0.323229	-0.241209	-0.0644955	-0.878058
-1.20008	-0.32104	-0.253522	-0.0238738	-0.888595
-1.18367	-0.318316	-0.265367	0.0183903	-0.898276
-1.16388	-0.315484	-0.276596	0.0618443	-0.90705
-1.14273	-0.312844	-0.288047	0.107508	-0.913497
-1.11896	-0.31075	-0.299202	0.154365	-0.916924
-1.09134	-0.308292	-0.309459	0.202168	-0.916941
-1.0617	-0.306786	-0.318259	0.247694	-0.913461
-1.03106	-0.305672	-0.32748	0.291144	-0.906918
-1.00036	-0.304732	-0.33469	0.333596	-0.897801
-0.97118	-0.303301	-0.340585	0.373351	-0.887167
-0.945339	-0.301717	-0.345707	0.409837	-0.876958
-0.92229	-0.299798	-0.350123	0.441328	-0.866566
-0.900855	-0.298171	-0.353846	0.467625	-0.855528
-0.881988	-0.297606	-0.356349	0.487912	-0.844519
-0.867275	-0.297105	-0.359191	0.50333	-0.834626
-0.856408	-0.296765	-0.362722	0.517251	-0.826285
-0.849433	-0.297484	-0.366318	0.527595	-0.819594
-0.844982	-0.298142	-0.370014	0.537034	-0.813774
-0.841958	-0.298806	-0.373607	0.545123	-0.808254
-0.840143	-0.299169	-0.377478	0.551552	-0.803701
-0.839348	-0.299215	-0.381802	0.557792	-0.799893
-0.839675	-0.299022	-0.386286	0.563692	-0.797204
-0.840433	-0.298604	-0.38979	0.567551	-0.795465
-0.84042	-0.298401	-0.392334	0.570321	-0.794258
-0.840714	-0.297968	-0.39429	0.572432	-0.793379
-0.839664	-0.295895	-0.39525	0.57254	-0.793821
-0.836679	-0.291159	-0.394968	0.571324	-0.795625
-0.835058	-0.288612	-0.39495	0.570832	-0.797521
-0.834652	-0.288362	-0.394573	0.570752	-0.798556
