0.392709	-0.287825	-0.178926	0.420587	-0.175694	0.0664647	0.0127001
0.388656	-0.289156	-0.178862	0.420846	-0.175761	0.0673518	0.014453
0.384951	-0.290284	-0.177557	0.420437	-0.175371	0.0687726	0.0178417
0.382699	-0.291922	-0.1761	0.421397	-0.17525	0.0707103	0.0210863
0.382983	-0.293416	-0.173016	0.423292	-0.174745	0.073579	0.0241047
0.389118	-0.293795	-0.167933	0.424061	-0.173642	0.0767697	0.0271229
0.400977	-0.291494	-0.160896	0.424935	-0.17063	0.0816571	0.0301845
0.416518	-0.286345	-0.151192	0.426036	-0.164503	0.0883735	0.0333797
0.43678	-0.277414	-0.138908	0.427825	-0.154918	0.097587	0.0366393
0.461801	-0.265211	-0.123266	0.429723	-0.14237	0.10874	0.0394116
0.489894	-0.250268	-0.103581	0.431961	-0.126143	0.121846	0.0417646
0.521044	-0.232197	-0.0797496	0.435059	-0.105232	0.136614	0.0431901
0.554819	-0.210739	-0.0514923	0.438228	-0.0793652	0.152832	0.0442093
0.593211	-0.185149	-0.019272	0.440677	-0.0500545	0.171023	0.0444488
0.639131	-0.153954	0.0173854	0.441808	-0.0149768	0.190378	0.0438278
0.691339	-0.117517	0.0576098	0.440553	0.0241446	0.210518	0.0426267
0.750592	-0.0746511	0.103428	0.434419	0.0697626	0.230649	0.0426667
0.81286	-0.0269204	0.153599	0.423399	0.120186	0.250066	0.0430477
0.877796	0.0265648	0.205197	0.409561	0.176508	0.270831	0.0446939
0.940911	0.0827708	0.254004	0.398997	0.234124	0.292092	0.0447943
0.998619	0.138216	0.302	0.388002	0.292961	0.312458	0.0465068
1.05067	0.192216	0.349591	0.377498	0.353355	0.331127	0.0486537
1.09197	0.241193	0.394244	0.368358	0.410517	0.348742	0.0513517
1.12946	0.288498	0.435653	0.360762	0.467042	0.362979	0.0521335
1.15781	0.332271	0.472705	0.355819	0.515005	0.377071	0.0496027
1.18282	0.375426	0.508894	0.348379	0.561259	0.390566	0.0474919
1.20723	0.418711	0.542536	0.340787	0.607114	0.40162	0.0449248
1.22511	0.458434	0.571185	0.333496	0.647046	0.409446	0.0413846
1.23835	0.493313	0.596089	0.324811	0.679204	0.414535	0.0360326
1.24466	0.522189	0.617513	0.316485	0.704862	0.416863	0.0297474
1.24716	0.54135	0.635548	0.307685	0.721008	0.417843	0.0251476
1.24919	0.552529	0.647729	0.30174	0.731343	0.416848	0.0202008
1.25635	0.555444	0.652838	0.295292	0.736176	0.415018	0.0199008
1.27029	0.553042	0.65252	0.28885	0.738101	0.413592	0.0232091
1.28362	0.546688	0.648029	0.280959	0.733567	0.410921	0.025691
1.29542	0.537981	0.642686	0.268369	0.720938	0.406354	0.0266935
1.308	0.525338	0.630924	0.253998	0.698029	0.400646	0.0271247
1.31667	0.505432	0.613277	0.236828	0.66189	0.39228	0.0276202
1.32402	0.481272	0.591095	0.22035	0.616555	0.381724	0.0272482
1.32944	0.453089	0.564886	0.201904	0.563278	0.368932	0.0264504
1.33323	0.422163	0.535614	0.182924	0.505287	0.35465	0.0258745
1.33416	0.389247	0.502472	0.164388	0.443242	0.340717	0.0272501
1.33381	0.355894	0.467606	0.146553	0.380389	0.327995	0.0310029
1.33463	0.322933	0.432089	0.130178	0.318115	0.317469	0.0365439
1.33466	0.290454	0.39985	0.115169	0.261634	0.308449	0.0434677
1.33615	0.258919	0.368144	0.101851	0.206206	0.302506	0.050832
1.3431	0.231529	0.340305	0.0862888	0.156546	0.299163	0.0596409
1.3529	0.207957	0.313868	0.0704565	0.108871	0.299416	0.0690516
1.36699	0.188114	0.287437	0.0549405	0.0624813	0.303655	0.0793833
1.38624	0.171334	0.260933	0.0410189	0.0184577	0.31143	0.0905634
1.40892	0.157481	0.236371	0.0287239	-0.0216815	0.321696	0.101819
1.43361	0.146021	0.214419	0.0179908	-0.0564836	0.334035	0.113437
1.45961	0.136565	0.194065	0.0088902	-0.0871558	0.349132	0.125972
1.4867	0.128952	0.175163	0.00146922	-0.114171	0.365689	0.138302
1.51152	0.121765	0.158177	-0.00371163	-0.13768	0.383245	0.150954
1.53153	0.114956	0.145185	-0.00740346	-0.1572	0.400107	0.162032
1.54801	0.107951	0.133929	-0.00916993	-0.175566	0.416533	0.172063
1.55782	0.100642	0.124234	-0.00921826	-0.194361	0.432351	0.179958
1.56198	0.0928356	0.118341	-0.010984	-0.211946	0.44416	0.185237
1.55897	0.0828889	0.110691	-0.0117396	-0.230768	0.450982	0.188118
1.55275	0.0724372	0.101433	-0.0117141	-0.247159	0.453002	0.189406
1.54393	0.062097	0.0935079	-0.0113031	-0.260674	0.452797	0.188964
1.53385	0.0522145	0.087117	-0.00970024	-0.269298	0.451079	0.188543
1.52036	0.041653	0.0801637	-0.00763381	-0.276551	0.447479	0.187851
1.50419	0.0301765	0.0723848	-0.00581887	-0.284552	0.440957	0.186269
1.48055	0.0183017	0.0668231	-0.00597136	-0.292701	0.430777	0.181823
1.4477	0.00542232	0.063114	-0.00553485	-0.300081	0.415286	0.172229
1.4072	-0.00786359	0.0617368	-0.00394886	-0.308276	0.396887	0.158595
1.36074	-0.0211589	0.062793	-0.00107514	-0.318743	0.377088	0.140073
1.31091	-0.0348267	0.0650567	0.0019819	-0.33055	0.357055	0.119716
